Localidad,UPZ,Barrio
Usaquén,Paseo de los Libertadores,Canaima
Usaquén,Paseo de los Libertadores,La Floresta de La Sabana
Usaquén,Paseo de los Libertadores,Torca
Usaquén,Verbenal,Altos de Serrezuela
Usaquén,Verbenal,Balcones de Vista Hermosa
Usaquén,Verbenal,Balmoral Norte
Usaquén,Verbenal,Buenavista
Usaquén,Verbenal,Chaparral
Usaquén,Verbenal,El Codito
Usaquén,Verbenal,El Refugio de San Antonio
Usaquén,Verbenal,El Verbenal
Usaquén,Verbenal,Horizontes
Usaquén,Verbenal,La Estrellita
Usaquén,Verbenal,La Frontera
Usaquén,Verbenal,La Llanurita
Usaquén,Verbenal,Los Consuelos
Usaquén,Verbenal,Marantá
Usaquén,Verbenal,Maturín
Usaquén,Verbenal,Medellín
Usaquén,Verbenal,Mirador del Norte
Usaquén,Verbenal,Nuevo Horizonte
Usaquén,Verbenal,San Antonio Norte
Usaquén,Verbenal,Santandersito
Usaquén,Verbenal,Tibabita
Usaquén,Verbenal,Viña del Mar
Usaquén,La Uribe,Bosque de San Antonio
Usaquén,La Uribe,Conjunto Camino del Palmar
Usaquén,La Uribe,El Pite
Usaquén,La Uribe,El Redil
Usaquén,La Uribe,La Cita
Usaquén,La Uribe,La Granja Norte
Usaquén,La Uribe,La Uribe
Usaquén,La Uribe,Los Naranjos
Usaquén,La Uribe,San Juan Bosco
Usaquén,La Uribe,Urbanización Los Laureles
Usaquén,San Cristóbal Norte,Ainsuca
Usaquén,San Cristóbal Norte,Altablanca
Usaquén,San Cristóbal Norte,Barrancas
Usaquén,San Cristóbal Norte,California
Usaquén,San Cristóbal Norte,Cerro Norte
Usaquén,San Cristóbal Norte,Danubio
Usaquén,San Cristóbal Norte,Don Bosco
Usaquén,San Cristóbal Norte,La Perla Oriental
Usaquén,San Cristóbal Norte,Las Areneras
Usaquén,San Cristóbal Norte,Milán (Barrancas)
Usaquén,San Cristóbal Norte,Pradera Norte
Usaquén,San Cristóbal Norte,San Cristóbal Norte
Usaquén,San Cristóbal Norte,Santa Teresa
Usaquén,San Cristóbal Norte,Soratama
Usaquén,San Cristóbal Norte,Torcoroma
Usaquén,San Cristóbal Norte,Villa Nydia
Usaquén,San Cristóbal Norte,Villa Oliva
Usaquén,Toberín,El Toberín
Usaquén,Toberín,Babilonia
Usaquén,Toberín,Darandelos
Usaquén,Toberín,Estrella del Norte
Usaquén,Toberín,Guanoa
Usaquén,Toberín,Jardín Norte
Usaquén,Toberín,La Liberia
Usaquén,Toberín,La Pradera Norte
Usaquén,Toberín,Las Orquídeas
Usaquén,Toberín,Pantanito
Usaquén,Toberín,Santa Mónica
Usaquén,Toberín,Villa Magdala
Usaquén,Toberín,Villas de Aranjuez
Usaquén,Toberín,Villas del Mediterráneo
Usaquén,Toberín,Zaragoza
Usaquén,Los Cedros,Acacias
Usaquén,Los Cedros,Antigua
Usaquén,Los Cedros,Belmira
Usaquén,Los Cedros,Bosque de Pinos
Usaquén,Los Cedros,Caobos Salazar
Usaquén,Los Cedros,Capri
Usaquén,Los Cedros,Cedritos
Usaquén,Los Cedros,Cedro Bolívar
Usaquén,Los Cedros,Cedro Golf
Usaquén,Los Cedros,Cedro Madeira
Usaquén,Los Cedros,Cedro Narváez
Usaquén,Los Cedros,Cedro Salazar
Usaquén,Los Cedros,El Contador
Usaquén,Los Cedros,El Rincón de Las Margaritas
Usaquén,Los Cedros,La Sonora
Usaquén,Los Cedros,Las Margaritas
Usaquén,Los Cedros,Lisboa
Usaquén,Los Cedros,Los Cedros
Usaquén,Los Cedros,Los Cedros Oriental
Usaquén,Los Cedros,Montearroyo
Usaquén,Los Cedros,Nueva Autopista
Usaquén,Los Cedros,Nuevo Country
Usaquén,Los Cedros,Sierras del Moral
Usaquén,Usaquén,Bella Suiza
Usaquén,Usaquén,Bellavista
Usaquén,Usaquén,Bosque Medina
Usaquén,Usaquén,El Pañuelito
Usaquén,Usaquén,El Pedregal
Usaquén,Usaquén,Escuela de Caballería I
Usaquén,Usaquén,Escuela de Infantería
Usaquén,Usaquén,Francisco Miranda
Usaquén,Usaquén,Ginebra
Usaquén,Usaquén,La Esperanza
Usaquén,Usaquén,La Glorieta
Usaquén,Usaquén,Las Delicias del Carmen
Usaquén,Usaquén,Sagrado Corazón
Usaquén,Usaquén,San Gabriel
Usaquén,Usaquén,Santa Ana
Usaquén,Usaquén,Santa Ana Occidental
Usaquén,Usaquén,Santa Bárbara
Usaquén,Usaquén,Santa Bárbara Alta
Usaquén,Usaquén,Santa Bárbara Oriental
Usaquén,Country Club,Country Club
Chapinero,El Refugio,Chicó Reservado
Chapinero,El Refugio,Bellavista
Chapinero,El Refugio,Chicó Alto
Chapinero,El Refugio,El Nogal
Chapinero,El Refugio,El Refugio
Chapinero,El Refugio,La Cabrera
Chapinero,El Refugio,Los Rosales
Chapinero,El Refugio,Seminario
Chapinero,El Refugio,Toscana
Chapinero,San Isidro Patios,La Esperanza Nororiental
Chapinero,San Isidro Patios,La Sureña
Chapinero,San Isidro Patios,San Isidro
Chapinero,San Isidro Patios,San Luis Altos del Cabo
Chapinero,Pardo Rubio,Bosque Calderón
Chapinero,Pardo Rubio,Bosque Calderón Tejada
Chapinero,Pardo Rubio,Chapinero Alto
Chapinero,Pardo Rubio,El Castillo
Chapinero,Pardo Rubio,El Paraíso
Chapinero,Pardo Rubio,Emaus
Chapinero,Pardo Rubio,Granada
Chapinero,Pardo Rubio,Ingemar
Chapinero,Pardo Rubio,Juan XXIII
Chapinero,Pardo Rubio,La Salle
Chapinero,Pardo Rubio,Las Acacias
Chapinero,Pardo Rubio,Los Olivos
Chapinero,Pardo Rubio,María Cristina
Chapinero,Pardo Rubio,Mariscal Sucre
Chapinero,Pardo Rubio,Nueva Granada
Chapinero,Pardo Rubio,Palomar
Chapinero,Pardo Rubio,Pardo Rubio
Chapinero,Pardo Rubio,San Martín de Porres
Chapinero,Pardo Rubio,Villa Anita
Chapinero,Pardo Rubio,Villa del Cerro
Chapinero,Chicó Lago,Antiguo Country
Chapinero,Chicó Lago,Chicó Norte
Chapinero,Chicó Lago,Chicó Norte II
Chapinero,Chicó Lago,Chicó Norte III
Chapinero,Chicó Lago,Chicó Occidental
Chapinero,Chicó Lago,El Chicó
Chapinero,Chicó Lago,El Retiro
Chapinero,Chicó Lago,Espartillal
Chapinero,Chicó Lago,La Cabrera
Chapinero,Chicó Lago,Lago Gaitán
Chapinero,Chicó Lago,Porciúncula
Chapinero,Chicó Lago,Quinta Camacho
Chapinero,Chapinero Centro,Cataluña
Chapinero,Chapinero Centro,Chapinero Central
Chapinero,Chapinero Centro,Chapinero Norte
Chapinero,Chapinero Centro,Marly
Chapinero,Chapinero Centro,Sucre
Chapinero,Otras ,El Verjón Bajo (Vereda)
Santa Fe,Sagrado Corazón,La Merced
Santa Fe,Sagrado Corazón,Parque Central Bavaria
Santa Fe,Sagrado Corazón,Sagrado Corazón
Santa Fe,Sagrado Corazón,San Diego
Santa Fe,Sagrado Corazón,San Martín
Santa Fe,Sagrado Corazón,Torres del Parque
Santa Fe,La Macarena,Bosque Izquierdo
Santa Fe,La Macarena,Germania
Santa Fe,La Macarena,La Macarena
Santa Fe,La Macarena,La Paz Centro
Santa Fe,La Macarena,La Perseverancia
Santa Fe,Las Nieves,La Alameda
Santa Fe,Las Nieves,La Capuchina
Santa Fe,Las Nieves,La Veracruz
Santa Fe,Las Nieves,Las Nieves
Santa Fe,Las Nieves,Santa Inés
Santa Fe,Las Cruces,Las Cruces
Santa Fe,Las Cruces,San Bernardo
Santa Fe,Lourdes,Atanasio Giradot
Santa Fe,Lourdes,Cartagena
Santa Fe,Lourdes,Egipto
Santa Fe,Lourdes,Egipto Alto (J.C. Turbay)
Santa Fe,Lourdes,El Balcón
Santa Fe,Lourdes,El Consuelo
Santa Fe,Lourdes,El Dorado
Santa Fe,Lourdes,El Guavio
Santa Fe,Lourdes,El Mirador
Santa Fe,Lourdes,El Rocío
Santa Fe,Lourdes,El Triunfo
Santa Fe,Lourdes,Fábrica de Loza
Santa Fe,Lourdes,Gran Colombia
Santa Fe,Lourdes,La Peña
Santa Fe,Lourdes,Los Laches
Santa Fe,Lourdes,Lourdes
Santa Fe,Lourdes,Ramírez
Santa Fe,Lourdes,San Dionisio
Santa Fe,Lourdes,Santa Rosa de Lima
Santa Fe,Lourdes,Vitelma
Santa Fe,Ve,Monserrate
Santa Fe,Ve,Guadalupe
Santa Fe,Ve,El Verjón
San Cristóbal,San,Aguas Claras
San Cristóbal,San,Altamira
San Cristóbal,San,Altos del Sol
San Cristóbal,San,Atenas
San Cristóbal,San,Balcón de la Castaña
San Cristóbal,San,Corinto
San Cristóbal,San,El Futuro
San Cristóbal,San,El Ramajal
San Cristóbal,San,El Ramajal (San Pedro)
San Cristóbal,San,La Castaña
San Cristóbal,San,La Cecilia
San Cristóbal,San,La Joyita Centro (Bello Horizonte)
San Cristóbal,San,La Playa
San Cristóbal,San,La Roca
San Cristóbal,San,La Sagrada Familia
San Cristóbal,San,Las Acacias
San Cristóbal,San,Las Mercedes
San Cristóbal,San,Los Arrayanes Sector Santa Inés
San Cristóbal,San,Manantial
San Cristóbal,San,Manila
San Cristóbal,San,Montecarlo
San Cristóbal,San,Nueva Granada
San Cristóbal,San,Quindío
San Cristóbal,San,San Blas
San Cristóbal,San,San Blas (Parcelas)
San Cristóbal,San,San Blas II Sector
San Cristóbal,San,San Cristóbal Alto
San Cristóbal,San,San Cristóbal Viejo
San Cristóbal,San,San Dionisio
San Cristóbal,San,San José Sur Oriental
San Cristóbal,San,San Luis
San Cristóbal,San,Vitelma
San Cristóbal,20 de ,20 de Julio
San Cristóbal,20 de ,Aguas Claras
San Cristóbal,20 de ,Buenos Aires
San Cristóbal,20 de ,Camino Viejo de San Cristóbal
San Cristóbal,20 de ,La Gloria
San Cristóbal,20 de ,La María
San Cristóbal,20 de ,La Victoria
San Cristóbal,20 de ,Las Guacamayas
San Cristóbal,20 de ,Las Guacamayas I
San Cristóbal,20 de ,Las Guacamayas II
San Cristóbal,20 de ,Las Guacamayas III
San Cristóbal,20 de ,Las Lomas
San Cristóbal,20 de ,Los Alpes
San Cristóbal,20 de ,Los Arrayanes
San Cristóbal,20 de ,Nariño Sur
San Cristóbal,20 de ,San José Oriental
San Cristóbal,20 de ,San Martín de Loba I
San Cristóbal,20 de ,San Martín de Loba II
San Cristóbal,20 de ,San Martin Sur
San Cristóbal,So,Calvo Sur
San Cristóbal,So,El Progreso
San Cristóbal,So,Los Dos Leones
San Cristóbal,So,Pinos de Oriente
San Cristóbal,So,Primera de Mayo
San Cristóbal,La G,El Recodo - República de Canadá
San Cristóbal,La G,El Rodeo
San Cristóbal,La G,Gran Colombia (Molinos de Oriente)
San Cristóbal,La G,Horacio Orjuela
San Cristóbal,La G,Juan Rey (La Paz)
San Cristóbal,La G,La Belleza
San Cristóbal,La G,La Colmena
San Cristóbal,La G,La Gloria Baja
San Cristóbal,La G,La Nueva Gloria
San Cristóbal,La G,La Nueva Gloria II Sector
San Cristóbal,La G,La Victoria III Sector
San Cristóbal,La G,Las Gaviotas
San Cristóbal,La G,Los Arrayanes
San Cristóbal,La G,Macarena Los Alpes
San Cristóbal,La G,Molinos de Oriente
San Cristóbal,La G,San José Oriental
San Cristóbal,La G,San Martín
San Cristóbal,Veredas (R,El Verjón Oriental
San Cristóbal,Veredas (R,La Península
San Cristóbal,Los Liberta,La Herradura
San Cristóbal,Los Liberta,Laureles Sur Oriental II Sector
San Cristóbal,Los Liberta,Los Alpes Futuro
San Cristóbal,Los Liberta,Los Laureles Sur Oriental I Sec
San Cristóbal,Los Liberta,Los Libertadores
San Cristóbal,Los Liberta,Los Pinares
San Cristóbal,Los Liberta,Los Pinos
San Cristóbal,Los Liberta,Los Puentes
San Cristóbal,Los Liberta,República del Canadá - El Pinar
San Cristóbal,Los Liberta,San Jacinto
San Cristóbal,Los Liberta,San Manuel
San Cristóbal,Los Liberta,San Rafael Sur Oriental
San Cristóbal,Los Liberta,San Rafael Usme
San Cristóbal,Los Liberta,Santa Rita Sur Oriental
San Cristóbal,Los Liberta,Valparaíso
San Cristóbal,Los Liberta,Antioquia
San Cristóbal,Los Liberta,Canadá La Güira II Sector
San Cristóbal,Los Liberta,El Paraíso Sur Oriental I Sec
San Cristóbal,Los Liberta,El Triunfo
San Cristóbal,Los Liberta,Juan Rey I
San Cristóbal,Los Liberta,Juan Rey II
San Cristóbal,Los Liberta,La Sierra
San Cristóbal,Los Liberta,Los Libertadores (Bque Diamant)
San Cristóbal,Los Liberta,Los Libertadores (Triángulo)
San Cristóbal,Los Liberta,Nueva Delly
San Cristóbal,Los Liberta,Nueva España
San Cristóbal,Los Liberta,Nueva España Parte Alta
San Cristóbal,Los Liberta,Nueva Gloria
San Cristóbal,Los Liberta,Nueva Roma
San Cristóbal,Los Liberta,Nuevas Malvinas o El Triunfo
San Cristóbal,Los Liberta,Rincón de la Victoria - Buenavista
San Cristóbal,Los Liberta,San Germán
San Cristóbal,Los Liberta,Santa Rosa
San Cristóbal,Los Liberta,Yomasa
San Cristóbal,Los Liberta,Villa Angélica
San Cristóbal,La G,Ciudadela Santa Rosa
San Cristóbal,La G,El Quindío
San Cristóbal,20 de ,Ciudad de Londres
San Cristóbal,San,Ramajal
San Cristóbal,San,Sagrada Familia
San Cristóbal,So,Amapolas
San Cristóbal,So,Bello Horizonte
San Cristóbal,So,Bello Horizonte Alto
San Cristóbal,So,Buenos Aires Central
San Cristóbal,So,Buenos Aires Norte
San Cristóbal,So,El Sosiego
San Cristóbal,So,Granada
San Cristóbal,So,Granada Sur
San Cristóbal,So,La Granja
San Cristóbal,So,La Recopilación
San Cristóbal,So,Manzanares
San Cristóbal,So,Modelo Sur
San Cristóbal,So,Mucha Agua
San Cristóbal,So,Nariño Central
San Cristóbal,So,Nariño Sur
San Cristóbal,So,Primero de Mayo
San Cristóbal,So,San Benito
San Cristóbal,So,San Javier
San Cristóbal,So,San Pedro
San Cristóbal,So,Tibanica
San Cristóbal,So,Triángulo
San Cristóbal,So,Villa Javier
San Cristóbal,So,Vivienda El Bosque
San Cristóbal,20 de ,Bello Horizonte
San Cristóbal,Los Liberta,El Balcón de La Castaña
San Cristóbal,Los Liberta,San Miguel
San Cristóbal,Los Liberta,Triángulo de La Paz
San Cristóbal,Sosiego,Altos del Zipa
San Cristóbal,Sosiego,Amapolas II
San Cristóbal,Sosiego,Bellavista Parte Baja
San Cristóbal,Sosiego,Bellavista Sur
San Cristóbal,Sosiego,Bosque de Los Alpes
San Cristóbal,Sosiego,Buenavista Suroriental
San Cristóbal,Sosiego,Cerros de San Vicente
San Cristóbal,Sosiego,Golconda
San Cristóbal,Sosiego,Quinta Ramos
San Cristóbal,Sosiego,República de Venezuela
San Cristóbal,Sosiego,San Cristóbal Sur
San Cristóbal,Sosiego,Santa Ana
San Cristóbal,Sosiego,Santa Ana Sur
San Cristóbal,Sosiego,Velódromo
San Cristóbal,Sosiego,Villa Albania
San Cristóbal,La Gloria,La Grovana
San Cristóbal,La Gloria,La Serafina
San Cristóbal,La Gloria,San Isidro
San Cristóbal,La Gloria,San José
San Cristóbal,La Gloria,San Luis
San Cristóbal,Los Libertadores,Malvinas
San Cristóbal,Los Libertadores,Moralva
San Cristóbal,Los Libertadores,Panorama (Antes Altamira)
San Cristóbal,Los Libertadores,Villa Begonia
San Cristóbal,20 de Julio,San Isidro
San Cristóbal,San Blas,Villa del Cerro
San Cristóbal,San Blas,Villa Aurora
San Cristóbal,San Blas,La Gran Colombia (Nota: Sector de Molinos de Oriente)
San Cristóbal,San Blas,Triángulo Alto
San Cristóbal,San Blas,Triángulo Bajo
San Cristóbal,San Blas,Vereda Altos de San Blas (Nota: Zonas de borde)
San Cristóbal,San Blas,El Pilar
Usme,Gran Yomasa,Arrayanes
Usme,Gran Yomasa,La Regadera
Usme,Gran Yomasa,Las Granjas de San Pedro (Santa Librada)
Usme,Gran Yomasa,Las Viviendas
Usme,Gran Yomasa,Los Tejares Sur
Usme,Gran Yomasa,Nuevo San Andrés de Los Altos
Usme,Gran Yomasa,Olivares
Usme,Gran Yomasa,San Andrés Alto
Usme,Gran Yomasa,San Felipe
Usme,Gran Yomasa,San Isidro Sur
Usme,Gran Yomasa,San Juan Bautista
Usme,Gran Yomasa,San Juan I
Usme,Gran Yomasa,San Juan II
Usme,Gran Yomasa,San Luis
Usme,Gran Yomasa,San Pablo
Usme,Gran Yomasa,Santa Librada
Usme,Gran Yomasa,Santa Librada - La Esperanza
Usme,Gran Yomasa,El Nevado
Usme,Ciudad Usme,Alfonso López Sector Buenos Aires
Usme,Ciudad Usme,Alfonso López Sector Charala
Usme,Ciudad Usme,Alfonso López Sector El Progreso
Usme,Ciudad Usme,Brisas del Llano
Usme,Ciudad Usme,Ciudadela El Oasis
Usme,Ciudad Usme,El Nuevo Portal
Usme,Ciudad Usme,El Paraíso
Usme,Ciudad Usme,El Portal II Etapa
Usme,Ciudad Usme,El Progreso Usme
Usme,Ciudad Usme,El Refugio I
Usme,Ciudad Usme,El Refugio II
Usme,Ciudad Usme,El Triángulo
Usme,Ciudad Usme,El Uval
Usme,Ciudad Usme,El Uval II Sector
Usme,Ciudad Usme,La Huerta
Usme,Ciudad Usme,La Orquídea Usme
Usme,Ciudad Usme,La Reforma
Usme,Ciudad Usme,Nuevo Porvenir
Usme,Ciudad Usme,Nuevo Progreso - El Uval
Usme,Ciudad Usme,Usme Centro
Usme,La Flora,Buenos Aires
Usme,La Flora,Costa Rica
Usme,La Flora,Doña Liliana
Usme,La Flora,El Bosque Km. 11
Usme,La Flora,Juan José Rondón
Usme,La Flora,Juan José Rondón II Sector
Usme,La Flora,Juan Rey Sur
Usme,La Flora,La Cabaña
Usme,La Flora,La Flora - Parcelación San Pedro
Usme,La Flora,Las Violetas
Usme,La Flora,Los Arrayanes
Usme,La Flora,Los Soches
Usme,La Flora,Tihuaque
Usme,La Flora,Unión
Usme,La Flora,Villa Diana
Usme,La Flora,Villa Rosita
Usme,Comuneros,Alaska
Usme,Comuneros,Arrayanes
Usme,Comuneros,Danubio Azul
Usme,Comuneros,Daza Sector II
Usme,Comuneros,Duitama
Usme,Comuneros,El Porvenir
Usme,Comuneros,El Porvenir II Sector
Usme,Comuneros,El Portal (Conjuntos)
Usme,Comuneros,Fiscala II La Fortuna
Usme,Comuneros,Fiscala Sector Centro
Usme,Comuneros,La Fiscala - Los Tres Laureles
Usme,Comuneros,La Fiscala - Lote 16
Usme,Comuneros,La Fiscala - Lote 16A
Usme,Comuneros,La Fiscala Sector Daza
Usme,Comuneros,La Fiscala Sector Norte
Usme,Comuneros,La Fiscala Sector Rodríguez
Usme,Comuneros,La Morena I
Usme,Comuneros,Puerta al Llano
Usme,Comuneros,San Francisco
Usme,Parque Entrenubes,Arrayanes
Usme,Parque Entrenubes,Bolonia
Usme,Parque Entrenubes,El Bosque Central
Usme,Parque Entrenubes,El Nuevo Portal II
Usme,Parque Entrenubes,El Refugio I
Usme,Parque Entrenubes,La Esperanza Sur
Usme,Parque Entrenubes,Los Olivares
Usme,Parque Entrenubes,Pepinitos
Usme,Parque Entrenubes,Tocaimita Oriental
Usme,Parque Entrenubes,Tocaimita Sur
Usme,Chunniza,Betania
Usme,Chunniza,Brazuelo de Usme
Usme,Chunniza,Chunniza
Usme,Chunniza,El Curubo
Usme,Chunniza,El Pedregal - La Lira
Usme,Chunniza,El Salteador
Usme,Chunniza,La Esperanza
Usme,Chunniza,La María
Usme,Chunniza,La Picota - La Esperanza
Usme,Chunniza,Las Brisas
Usme,Chunniza,Las Flores
Usme,Chunniza,Las Mercedes
Usme,Chunniza,Lorenzo Alcantuz I
Usme,Chunniza,Lorenzo Alcantuz II
Usme,Chunniza,Los Altos del Brazuelo
Usme,Chunniza,Marichuela III
Usme,Chunniza,Monteblanco
Usme,Chunniza,Montevídeo
Usme,Chunniza,Nuevo San Luis
Usme,Chunniza,San Joaquín - El Uval
Usme,Chunniza,Sector Granjas de San Pedro
Usme,Chunniza,Tenerife
Usme,Chunniza,Tenerife II
Usme,Chunniza,Urbanización Chuniza I
Usme,Chunniza,Urbanización Jarón Monte Rubio
Usme,Chunniza,Urbanización Líbano
Usme,Zonas Ru,Chisacá
Usme,Zonas Ru,Curibital
Usme,Zonas Ru,El Destino
Usme,Zonas Ru,La Regadera
Usme,Zonas Ru,Los Soches
Usme,Zonas Ru,Uvala
Usme,Alfonso López,Portal del Divino
Usme,Alfonso López,Portal de la Vega
Usme,Alfonso López,Portal de Oriente
Usme,Alfonso López,Nuevo Progreso II Sector
Usme,Alfonso López,El Nuevo Portal II
Usme,Alfonso López,El Portal del Divino
Usme,Alfonso López,La Esmeralda
Usme,Comuneros,La Morena II
Usme,Comuneros,La Morena II (Sector Villa Sandra)
Usme,Comuneros,Nueva Esperanza
Usme,Comuneros,San Martin
Usme,Comuneros,Villa Neiza
Usme,Comuneros,Urbanización Cartagena
Usme,Comuneros,Urbanización La Andrea
Usme,Comuneros,Urbanización Miravalle
Usme,Comuneros,Urbanización Tequendama
Usme,Danubio,Danubio Azul (Sector I y II)
Usme,Danubio,La Fiscala
Usme,Danubio,Daza (Nota: Se considera Sector Fiscala)
