administración,estrato,antiguedad,área,habitaciones,baños,garajes,elevadores,tipo_de_inmueble,porteria,precio,Localidad,Tasa_Homicidios_100k,Tasa_Hurtos_100k,incluye_remodelado,incluye_deposito,incluye_zona_de_lavanderia,incluye_gas,incluye_parqueadero,log_precio,Cluster,nivel_lujo
160000,2,11,42.0,3,1,0,0,Apartamento,No,110000000.0,KENNEDY,25.4,950.0,True,False,False,True,True,18.5159909328476,2,Bajo lujo
130000,3,15,63.0,3,2,0,0,Apartamento,24 hrs,287000000.0,KENNEDY,25.4,950.0,True,False,False,True,True,19.47499277720821,2,Bajo lujo
257700,3,15,78.0,3,2,1,1,Apartamento,No,315000000.0,SUBA,9.8,750.0,True,False,False,True,True,19.56808319996451,0,Medio lujo
55000,2,14,39.0,2,1,0,0,Apartamento,24 hrs,120060018.0,USME,18.9,680.0,True,False,False,True,True,18.603502334042165,2,Bajo lujo
329000,3,2,63.0,2,2,1,1,Apartamento,24 hrs,353800000.0,KENNEDY,25.4,950.0,True,True,False,True,True,19.684242342516416,0,Medio lujo
185000,3,9,47.0,2,2,0,0,Apartamento,24 hrs,156400000.0,RAFAEL URIBE URIBE,17.1,700.0,True,False,False,True,False,18.867927392469348,2,Bajo lujo
74000,2,12,37.0,2,1,0,0,Apartamento,24 hrs,115514000.0,USME,18.9,680.0,True,False,False,True,True,18.5649023013587,2,Bajo lujo
0,2,10,52.0,3,2,0,1,Apartamento,24 hrs,158690000.0,BOSA,21.5,880.0,True,False,False,True,True,18.88246317784062,2,Bajo lujo
59000,2,5,48.0,3,1,0,0,Apartamento,24 hrs,123000000.0,KENNEDY,25.4,950.0,False,True,True,False,True,18.627694921466773,2,Bajo lujo
0,3,27,75.0,3,2,1,0,Apartamento,24 hrs,272730000.0,FONTIBON,10.1,810.0,True,False,False,True,False,19.42399285643278,0,Medio lujo
142645,4,1,35.0,1,1,0,1,Apartamento,24 hrs,220000000.0,USAQUEN,8.5,850.0,False,False,True,False,True,19.20913810886209,2,Bajo lujo
50000,2,12,41.0,2,1,0,0,Apartamento,24 hrs,107100000.0,BOSA,21.5,880.0,True,False,False,True,True,18.489273544755044,2,Bajo lujo
85000,2,23,47.0,3,1,0,0,Apartamento,24 hrs,145000000.0,KENNEDY,25.4,950.0,True,False,False,True,True,18.7922443072814,2,Bajo lujo
70000,2,26,60.0,3,2,0,0,Apartamento,24 hrs,150000000.0,KENNEDY,25.4,950.0,True,False,False,True,False,18.8261458587272,2,Bajo lujo
330000,4,12,89.0,3,2,1,1,Apartamento,24 hrs,550000000.0,FONTIBON,10.1,810.0,True,False,False,True,False,20.12542883800897,1,Alto lujo
579000,4,35,119.0,3,2,1,1,Apartamento,24 hrs,439000000.0,SUBA,9.8,750.0,True,True,False,True,False,19.90000997331735,1,Alto lujo
144000,3,2,42.0,1,1,0,1,Apartamento,24 hrs,216000000.0,SUBA,9.8,750.0,True,False,False,True,False,19.190788970278067,2,Bajo lujo
100000,3,16,55.0,3,2,0,0,Apartamento,24 hrs,170000000.0,SUBA,9.8,750.0,True,False,False,True,True,18.951309000896888,2,Bajo lujo
130200,3,13,59.0,2,2,0,0,Apartamento,24 hrs,195000000.0,SUBA,9.8,750.0,True,False,False,True,True,19.088510121656228,2,Bajo lujo
112600,2,5,41.0,3,1,0,2,Apartamento,24 hrs,170500000.0,SAN CRISTOBAL,12.8,720.0,True,False,False,True,True,18.95424586055295,2,Bajo lujo
50000,1,6,49.0,3,1,0,0,Apartamento,24 hrs,103000000.0,USME,18.9,680.0,True,False,False,True,True,18.450239555902648,2,Bajo lujo
48000,1,10,45.0,2,1,0,0,Apartamento,No,98000000.0,USME,18.9,680.0,True,False,False,True,False,18.400478046838927,2,Bajo lujo
250000,3,27,45.0,2,1,1,0,Apartamento,24 hrs,205100000.0,USAQUEN,8.5,850.0,True,True,False,True,True,19.13900822791828,0,Medio lujo
240000,3,5,55.0,2,2,1,2,Apartamento,24 hrs,258500000.0,USAQUEN,8.5,850.0,True,True,False,True,True,19.37040625578123,0,Medio lujo
210482,5,36,52.0,1,1,1,0,Apartamento,No,242000000.0,USAQUEN,8.5,850.0,True,False,False,True,False,19.30444828825319,0,Medio lujo
232000,4,29,60.0,3,2,1,0,Apartamento,24 hrs,257000000.0,USAQUEN,8.5,850.0,True,False,True,True,True,19.364586646750546,0,Medio lujo
80000,2,12,41.0,2,1,0,0,Apartamento,24 hrs,123500000.0,USME,18.9,680.0,True,False,False,True,True,18.631751722129472,2,Bajo lujo
150000,3,36,66.0,3,1,1,0,Apartamento,24 hrs,240000000.0,ENGATIVA,11.3,790.0,True,False,False,True,True,19.29614948547293,0,Medio lujo
54000,3,27,49.0,3,1,0,0,Apartamento,24 hrs,171000000.0,SUBA,9.8,750.0,True,False,False,True,True,18.95717412031489,2,Bajo lujo
121000,3,15,52.0,3,1,0,0,Apartamento,No,162000000.0,SUBA,9.8,750.0,True,False,False,True,False,18.903106899369497,2,Bajo lujo
155333,4,1,31.0,1,1,0,1,Apartamento,24 hrs,242000000.0,SUBA,9.8,750.0,True,False,False,True,True,19.30444828825319,2,Bajo lujo
80000,3,17,37.0,2,1,0,0,Apartamento,24 hrs,140000000.0,SUBA,9.8,750.0,True,False,False,True,True,18.757152987716434,2,Bajo lujo
0,3,25,65.0,3,2,1,0,Apartamento,No,279000000.0,PUENTE ARANDA,15.9,870.0,True,False,False,True,False,19.44672234336987,0,Medio lujo
0,3,29,63.0,3,2,0,0,Apartamento,24 hrs,230242623.0,USAQUEN,8.5,850.0,True,False,False,True,False,19.254644197841724,2,Bajo lujo
78300,2,14,47.0,3,1,0,0,Apartamento,24 hrs,135000000.0,KENNEDY,25.4,950.0,True,False,False,True,False,18.72078534381011,2,Bajo lujo
45000,2,16,39.0,2,1,0,0,casa con conjunto cerrado,24 hrs,110000000.0,BOSA,21.5,880.0,True,False,True,True,True,18.5159909328476,2,Bajo lujo
0,2,5,89.0,3,2,1,1,Apartamento,24 hrs,485000000.0,KENNEDY,25.4,950.0,True,False,False,True,True,19.999659450963613,1,Alto lujo
274000,3,18,83.0,3,2,1,0,casa con conjunto cerrado,24 hrs,334000000.0,SUBA,9.8,750.0,True,False,False,True,True,19.626651553934988,0,Medio lujo
224000,3,29,39.0,1,1,0,0,Apartamento,No,192000000.0,SUBA,9.8,750.0,True,False,False,True,False,19.07300593520039,2,Bajo lujo
74000,3,16,44.0,2,1,0,0,casa con conjunto cerrado,24 hrs,163800000.0,SUBA,9.8,750.0,True,False,False,True,True,18.91415673548825,2,Bajo lujo
103000,3,22,53.0,3,1,0,0,Apartamento,24 hrs,165000000.0,SUBA,9.8,750.0,True,False,False,True,True,18.92145603792546,2,Bajo lujo
113000,3,23,53.0,3,1,0,0,Apartamento,No,164000000.0,SUBA,9.8,750.0,True,False,False,True,False,18.915376991886035,2,Bajo lujo
464000,6,18,61.0,1,2,1,1,Apartamento,24 hrs,341100000.0,USAQUEN,8.5,850.0,True,False,False,True,True,19.647686250320564,0,Medio lujo
100000,2,8,49.0,3,2,0,0,Apartamento,24 hrs,147000000.0,BOSA,21.5,880.0,False,False,False,False,True,18.80594315154573,2,Bajo lujo
110000,2,13,59.0,3,2,0,0,Apartamento,24 hrs,155000000.0,SUBA,9.8,750.0,True,False,False,True,True,18.858935681335133,2,Bajo lujo
112600,3,5,45.0,3,1,0,2,Apartamento,24 hrs,167500000.0,SAN CRISTOBAL,12.8,720.0,True,False,False,True,True,18.936493915199545,2,Bajo lujo
56000,2,14,40.0,3,1,0,0,Apartamento,24 hrs,113200000.0,KENNEDY,25.4,950.0,True,False,False,True,True,18.54466673256728,2,Bajo lujo
100000,3,16,56.0,3,2,0,0,Apartamento,24 hrs,226000000.0,KENNEDY,25.4,950.0,True,False,False,True,True,19.23604556166134,2,Bajo lujo
167000,3,11,50.0,3,2,0,1,Apartamento,24 hrs,180000000.0,USAQUEN,8.5,850.0,True,False,False,True,True,19.00846741441004,2,Bajo lujo
437100,4,16,110.0,3,2,1,1,Apartamento,24 hrs,560000000.0,USAQUEN,8.5,850.0,True,True,False,True,True,20.143447343479185,1,Alto lujo
68000,3,5,56.0,2,2,1,0,Apartamento,No,235000000.0,FONTIBON,10.1,810.0,True,False,False,True,False,19.275096076363752,0,Medio lujo
239000,3,28,61.0,3,2,0,0,Apartamento,24 hrs,250000000.0,USAQUEN,8.5,850.0,True,False,False,True,True,19.33697147982652,2,Bajo lujo
70000,2,6,50.0,2,1,0,0,Apartamento,24 hrs,143000000.0,BOSA,21.5,880.0,True,False,False,True,True,18.778355195217188,2,Bajo lujo
114000,3,10,55.0,3,2,0,1,Apartamento,24 hrs,170000000.0,CIUDAD BOLIVAR,35.0,650.0,True,False,False,True,True,18.951309000896888,2,Bajo lujo
95000,2,8,40.0,3,2,0,0,Apartamento,24 hrs,165000000.0,KENNEDY,25.4,950.0,True,False,False,True,False,18.92145603792546,2,Bajo lujo
122600,3,7,53.0,2,2,0,1,Apartamento,24 hrs,183500000.0,SUBA,9.8,750.0,True,False,False,True,True,19.02772523090849,2,Bajo lujo
88000,2,8,42.0,3,1,0,0,Apartamento,24 hrs,139360000.0,RAFAEL URIBE URIBE,17.1,700.0,True,False,False,True,True,18.752571078244127,2,Bajo lujo
160000,3,10,49.0,3,2,0,2,Apartamento,24 hrs,199500000.0,USAQUEN,8.5,850.0,True,False,False,True,True,19.11132479930672,2,Bajo lujo
318700,4,3,87.0,3,2,1,1,Apartamento,24 hrs,466210000.0,KENNEDY,25.4,950.0,True,True,True,True,True,19.96014673650229,1,Alto lujo
55000,2,14,38.0,2,1,0,0,Apartamento,24 hrs,112000000.0,KENNEDY,25.4,950.0,True,False,False,True,True,18.53400943818794,2,Bajo lujo
250000,4,14,58.0,3,2,1,1,Apartamento,24 hrs,317860000.0,SUBA,9.8,750.0,True,True,False,True,True,19.577121595378987,0,Medio lujo
140700,5,20,84.0,3,2,2,1,Apartamento,24 hrs,455000000.0,USAQUEN,8.5,850.0,True,True,False,True,True,19.935807979113022,1,Alto lujo
75000,3,8,51.0,3,2,0,1,Apartamento,24 hrs,146500000.0,BOSA,21.5,880.0,True,False,False,True,True,18.802535993247336,2,Bajo lujo
61200,2,9,40.0,1,1,0,0,Apartamento,24 hrs,132000000.0,USAQUEN,8.5,850.0,True,False,False,True,True,18.6983124881264,2,Bajo lujo
172800,3,20,54.0,2,3,0,0,Apartamento,24 hrs,213170000.0,SUBA,9.8,750.0,True,False,False,True,False,19.17760053210047,2,Bajo lujo
491400,5,8,105.0,3,2,2,1,Apartamento,24 hrs,577000000.0,SUBA,9.8,750.0,True,True,False,True,True,20.17335282620548,1,Alto lujo
87600,3,20,61.0,3,2,0,0,casa con conjunto cerrado,24 hrs,191000000.0,SUBA,9.8,750.0,True,False,False,True,False,19.067783991246507,2,Bajo lujo
138600,3,8,55.0,3,2,0,1,Apartamento,24 hrs,198600000.0,CIUDAD BOLIVAR,35.0,650.0,True,False,False,True,False,19.106803314610595,2,Bajo lujo
60000,1,4,43.0,3,1,0,0,Apartamento,24 hrs,124000000.0,USME,18.9,680.0,True,False,False,True,True,18.635792131633828,2,Bajo lujo
91000,2,14,50.0,3,2,0,0,Apartamento,24 hrs,151000000.0,BOSA,21.5,880.0,True,False,False,True,True,18.83279040140172,2,Bajo lujo
216900,3,15,67.0,3,2,1,0,Apartamento,24 hrs,262000000.0,SUBA,9.8,750.0,True,False,False,True,True,19.383855065542164,0,Medio lujo
166000,3,20,69.0,3,3,1,0,casa con conjunto cerrado,24 hrs,276000000.0,SUBA,9.8,750.0,True,False,False,True,False,19.43591142730461,0,Medio lujo
63000,2,8,43.0,3,2,0,0,Apartamento,24 hrs,160000000.0,SUBA,9.8,750.0,True,False,False,True,True,18.8906843794481,2,Bajo lujo
103000,3,10,56.0,2,2,1,1,Apartamento,No,235500000.0,SUBA,9.8,750.0,True,True,False,True,True,19.27722147566703,0,Medio lujo
150800,3,14,61.0,3,2,0,0,Apartamento,24 hrs,254000000.0,KENNEDY,25.4,950.0,True,False,False,True,True,19.352844828919817,2,Bajo lujo
205000,4,6,53.0,3,2,1,1,Apartamento,24 hrs,339870000.0,SUBA,9.8,750.0,True,True,False,True,False,19.644073752460084,0,Medio lujo
445900,4,15,116.0,3,2,2,1,Apartamento,24 hrs,540000000.0,USAQUEN,8.5,850.0,True,False,False,True,True,20.107079699374445,1,Alto lujo
120000,3,2,43.0,2,1,0,1,Apartamento,No,180000000.0,BOSA,21.5,880.0,True,False,False,True,True,19.00846741441004,2,Bajo lujo
65000,2,13,46.0,2,1,0,0,Apartamento,24 hrs,119000000.0,BOSA,21.5,880.0,True,False,False,True,True,18.59463405947917,2,Bajo lujo
601000,5,39,54.0,2,1,1,1,Apartamento,24 hrs,357000000.0,CHAPINERO,5.2,1050.0,True,False,False,True,False,19.693246342545034,0,Medio lujo
452000,5,26,102.0,3,3,2,0,Apartamento,24 hrs,476000000.0,SUBA,9.8,750.0,True,True,False,True,True,19.98092841429653,1,Alto lujo
63000,2,13,46.0,2,1,0,0,Apartamento,24 hrs,116000000.0,USME,18.9,680.0,True,False,False,True,True,18.569100757691327,2,Bajo lujo
60000,2,10,44.0,3,1,0,0,Apartamento,24 hrs,125000000.0,USME,18.9,680.0,True,False,False,True,False,18.643824303266577,2,Bajo lujo
110000,3,3,45.0,3,1,0,1,Apartamento,24 hrs,181845000.0,FONTIBON,10.1,810.0,True,False,False,True,True,19.01866523933012,2,Bajo lujo
414000,4,24,82.0,3,2,2,0,Apartamento,24 hrs,415000000.0,SUBA,9.8,750.0,True,False,False,True,True,19.84378908060461,1,Alto lujo
268000,3,11,54.0,3,2,0,0,Apartamento,24 hrs,233000000.0,ANTONIO NARINO,13.5,830.0,True,False,False,True,True,19.26654901582182,2,Bajo lujo
65000,2,12,48.0,3,2,0,0,Apartamento,24 hrs,136500000.0,KENNEDY,25.4,950.0,True,False,False,True,True,18.731835179915297,2,Bajo lujo
88200,2,10,48.0,3,1,0,0,Apartamento,24 hrs,110380000.0,USME,18.9,680.0,True,False,False,True,False,18.51943952503524,2,Bajo lujo
67000,2,24,36.0,2,1,0,0,Apartamento,24 hrs,125000000.0,KENNEDY,25.4,950.0,True,False,False,True,True,18.643824303266577,2,Bajo lujo
300000,5,26,66.0,2,2,1,0,Apartamento,No,350000000.0,USAQUEN,8.5,850.0,True,True,False,True,True,19.67344371530488,0,Medio lujo
46000,1,7,57.0,3,1,0,0,Apartamento,24 hrs,165000000.0,USAQUEN,8.5,850.0,True,False,False,True,False,18.92145603792546,2,Bajo lujo
127000,3,12,54.0,3,2,0,1,Apartamento,24 hrs,219000000.0,ENGATIVA,11.3,790.0,True,False,False,True,True,19.204582292346984,2,Bajo lujo
539000,5,5,100.0,3,3,1,1,Apartamento,24 hrs,626000000.0,SUBA,9.8,750.0,True,True,False,True,True,20.254860930661817,1,Alto lujo
75000,1,5,44.0,2,1,0,1,Apartamento,24 hrs,117000000.0,SUBA,9.8,750.0,True,False,False,True,False,18.57768450130904,2,Bajo lujo
90000,3,20,49.0,3,1,0,0,Apartamento,24 hrs,152885000.0,KENNEDY,25.4,950.0,True,False,False,True,False,18.845196569292195,2,Bajo lujo
236201,3,28,61.0,3,2,1,0,Apartamento,24 hrs,290000000.0,SUBA,9.8,750.0,True,False,False,True,True,19.48539148439307,0,Medio lujo
67000,1,7,48.0,3,1,0,0,Apartamento,24 hrs,130000000.0,USME,18.9,680.0,True,False,False,True,True,18.683045016112164,2,Bajo lujo
214000,3,4,71.0,3,2,1,3,Apartamento,24 hrs,341000000.0,KENNEDY,25.4,950.0,True,True,True,True,True,19.647393038180343,0,Medio lujo
87700,2,10,46.0,2,1,0,0,Apartamento,24 hrs,155000000.0,BOSA,21.5,880.0,True,False,False,True,True,18.858935681335133,2,Bajo lujo
58000,3,20,68.0,3,2,0,0,casa con conjunto cerrado,24 hrs,241430000.0,ENGATIVA,11.3,790.0,True,False,False,True,False,19.302090138110323,2,Bajo lujo
193500,3,10,55.0,3,1,0,2,Apartamento,24 hrs,234000000.0,ENGATIVA,11.3,790.0,True,False,False,True,False,19.27083167759548,2,Bajo lujo
199300,4,1,39.0,2,1,0,3,Apartamento,No,278000000.0,SUBA,9.8,750.0,True,False,False,True,True,19.443131675252037,2,Bajo lujo
144800,3,10,59.0,3,2,0,3,Apartamento,24 hrs,176200000.0,CIUDAD BOLIVAR,35.0,650.0,True,False,False,True,True,18.987130277141723,2,Bajo lujo
0,2,15,42.0,3,0,0,0,Apartamento,24 hrs,123200000.0,KENNEDY,25.4,950.0,True,False,False,True,False,18.629319617180577,2,Bajo lujo
242000,3,5,71.0,3,2,1,1,Apartamento,24 hrs,330000000.0,KENNEDY,25.4,950.0,True,True,True,True,True,19.6146032154551,0,Medio lujo
75000,2,10,57.0,3,2,0,0,Apartamento,24 hrs,160000000.0,KENNEDY,25.4,950.0,True,False,False,True,True,18.8906843794481,2,Bajo lujo
69000,2,17,62.0,3,1,0,0,Casa,24 hrs,167613000.0,KENNEDY,25.4,950.0,True,False,False,True,True,18.937168314602783,2,Bajo lujo
578000,5,6,55.0,2,2,1,1,Apartamento,24 hrs,420000000.0,USAQUEN,8.5,850.0,True,False,False,True,True,19.85576527162264,0,Medio lujo
660000,5,8,83.0,2,2,2,1,Apartamento,24 hrs,580000000.0,USAQUEN,8.5,850.0,True,True,False,True,True,20.17853866322888,1,Alto lujo
495000,4,7,83.0,2,2,2,1,Apartamento,24 hrs,570000000.0,USAQUEN,8.5,850.0,True,True,False,True,True,20.161146920547257,1,Alto lujo
816000,5,32,85.0,1,2,2,1,Apartamento,24 hrs,600000000.0,CHAPINERO,5.2,1050.0,True,False,False,True,False,20.21244021484709,1,Alto lujo
350000,4,30,89.0,3,2,1,2,Apartamento,24 hrs,360000000.0,SUBA,9.8,750.0,True,False,False,True,False,19.701614592192207,1,Alto lujo
170000,4,1,41.0,2,1,0,2,Apartamento,24 hrs,217100000.0,SUBA,9.8,750.0,True,False,False,True,False,19.19586863945469,2,Bajo lujo
58000,2,14,44.0,2,1,0,0,Apartamento,24 hrs,123290000.0,BOSA,21.5,880.0,True,False,False,True,False,18.63004986995569,2,Bajo lujo
200000,4,1,39.0,1,1,0,2,Apartamento,24 hrs,253000000.0,SUBA,9.8,750.0,True,False,False,True,True,19.348900050644364,2,Bajo lujo
745000,4,32,117.0,4,2,1,1,Apartamento,24 hrs,440000000.0,SUBA,9.8,750.0,True,False,False,True,False,19.902285287149308,1,Alto lujo
268000,3,31,52.0,3,1,1,0,Apartamento,24 hrs,224100000.0,USAQUEN,8.5,850.0,True,False,False,True,True,19.22760294323345,0,Medio lujo
45000,2,6,50.0,2,1,0,0,Apartamento,24 hrs,105500000.0,USME,18.9,680.0,True,False,False,True,True,18.47422152035907,2,Bajo lujo
414000,4,35,38.0,1,1,1,1,Apartamento,24 hrs,240000000.0,CHAPINERO,5.2,1050.0,True,True,False,True,False,19.29614948547293,0,Medio lujo
900000,5,11,104.0,3,2,2,1,Apartamento,24 hrs,540000000.0,SUBA,9.8,750.0,True,False,True,True,True,20.107079699374445,1,Alto lujo
175000,3,23,64.0,3,1,0,0,Apartamento,24 hrs,260000000.0,ENGATIVA,11.3,790.0,True,False,False,True,True,19.376192192825958,2,Bajo lujo
159200,3,16,58.0,3,2,0,0,Apartamento,24 hrs,226000000.0,KENNEDY,25.4,950.0,True,False,False,True,True,19.23604556166134,2,Bajo lujo
559000,4,35,59.0,1,1,1,1,Apartamento,24 hrs,333360000.0,CHAPINERO,5.2,1050.0,True,False,False,True,False,19.624733548078236,0,Medio lujo
40000,2,7,45.0,2,1,0,0,Apartamento,24 hrs,100000000.0,USME,18.9,680.0,True,False,False,True,False,18.420680753952364,2,Bajo lujo
80300,2,6,51.0,3,2,0,0,Apartamento,24 hrs,150500000.0,KENNEDY,25.4,950.0,True,False,True,True,False,18.829473648797723,2,Bajo lujo
267000,4,25,93.0,3,1,1,0,Apartamento,No,430670000.0,CHAPINERO,5.2,1050.0,True,False,False,True,False,19.880852695868803,1,Alto lujo
514500,4,29,59.0,1,2,1,1,Apartamento,No,380000000.0,CHAPINERO,5.2,1050.0,True,False,False,True,False,19.755681813316283,0,Medio lujo
596000,5,12,67.0,2,2,1,1,Apartamento,24 hrs,410000000.0,USAQUEN,8.5,850.0,True,True,False,True,True,19.83166772010165,0,Medio lujo
289000,4,28,75.0,2,2,1,0,Apartamento,24 hrs,313000000.0,SUBA,9.8,750.0,True,False,False,True,True,19.561713751699315,0,Medio lujo
120000,3,1,43.0,2,1,0,1,Apartamento,24 hrs,184000000.0,BOSA,21.5,880.0,True,False,False,True,True,19.030446321008043,2,Bajo lujo
400000,4,30,95.0,4,3,1,3,Apartamento,24 hrs,650000000.0,FONTIBON,10.1,810.0,True,False,False,True,False,20.29248292239242,1,Alto lujo
220000,3,6,46.0,2,2,1,1,Apartamento,24 hrs,243600000.0,FONTIBON,10.1,810.0,True,True,False,True,True,19.311038097905108,0,Medio lujo
170000,4,2,39.0,3,2,0,2,Apartamento,24 hrs,220000000.0,SUBA,9.8,750.0,True,False,False,True,False,19.20913810886209,2,Bajo lujo
145000,2,8,62.0,3,2,0,3,Apartamento,24 hrs,175670000.0,CIUDAD BOLIVAR,35.0,650.0,True,False,False,True,True,18.984117798682057,2,Bajo lujo
231000,3,19,66.0,3,3,1,0,Apartamento,24 hrs,276000000.0,USAQUEN,8.5,850.0,True,False,False,True,True,19.43591142730461,0,Medio lujo
65000,1,6,48.0,3,1,0,0,Apartamento,24 hrs,129000000.0,USME,18.9,680.0,True,False,False,True,True,18.67532297007788,2,Bajo lujo
245000,4,26,68.0,3,2,1,0,Apartamento,24 hrs,352000000.0,SUBA,9.8,750.0,True,True,False,True,True,19.67914173640328,0,Medio lujo
123000,3,1,26.0,1,1,0,1,Apartamento,24 hrs,163000000.0,PUENTE ARANDA,15.9,870.0,True,False,False,True,True,18.909260764906005,2,Bajo lujo
69000,3,17,37.0,2,1,0,0,Apartamento,24 hrs,134000000.0,SUBA,9.8,750.0,True,False,False,True,True,18.71335036537787,2,Bajo lujo
100800,3,3,39.0,2,1,0,2,Apartamento,24 hrs,175000000.0,KENNEDY,25.4,950.0,True,False,True,True,True,18.980296537602072,2,Bajo lujo
198900,3,20,65.0,3,2,0,0,Apartamento,24 hrs,265000000.0,ENGATIVA,11.3,790.0,True,False,False,True,False,19.39524038772408,2,Bajo lujo
195000,3,28,62.0,3,2,0,0,Apartamento,24 hrs,237000000.0,ENGATIVA,11.3,790.0,True,False,False,True,True,19.283570703318816,2,Bajo lujo
173000,3,20,69.0,3,2,1,0,Apartamento,24 hrs,240000000.0,SUBA,9.8,750.0,True,False,False,True,True,19.29614948547293,0,Medio lujo
55000,2,11,45.0,2,1,0,0,Apartamento,24 hrs,115471000.0,USME,18.9,680.0,True,False,False,True,True,18.5645299828088,2,Bajo lujo
79800,2,17,32.0,2,1,0,0,Apartamento,24 hrs,112000000.0,KENNEDY,25.4,950.0,True,False,False,True,False,18.53400943818794,2,Bajo lujo
