administración,estrato,antiguedad,área,habitaciones,baños,garajes,elevadores,tipo_de_inmueble,porteria,precio,Localidad,Tasa_Homicidios_100k,Tasa_Hurtos_100k,incluye_remodelado,incluye_deposito,incluye_zona_de_lavanderia,incluye_gas,incluye_parqueadero,log_precio,Cluster,nivel_lujo
89600,2,24,34.0,2,1,0,0,Apartamento,No,95000000.0,RAFAEL URIBE URIBE,17.1,700.0,True,True,False,True,False,18.36938746009113,2,Bajo lujo
374400,5,9,76.0,2,3,1,1,Apartamento,24 hrs,409000000.0,USAQUEN,8.5,850.0,True,True,False,True,True,19.829225716452065,0,Medio lujo
220000,3,4,63.0,3,2,1,1,Apartamento,24 hrs,255000000.0,KENNEDY,25.4,950.0,True,False,True,True,True,19.35677410704427,0,Medio lujo
405000,4,29,67.0,2,2,1,1,Apartamento,24 hrs,291000000.0,SUBA,9.8,750.0,True,True,False,True,False,19.488833828572197,0,Medio lujo
55000,2,15,36.0,2,1,0,0,Apartamento,24 hrs,110000000.0,KENNEDY,25.4,950.0,True,False,False,True,True,18.5159909328476,2,Bajo lujo
0,4,6,87.0,3,2,1,2,Apartamento,24 hrs,427000000.0,SUBA,9.8,750.0,True,True,False,True,True,19.87229457353482,1,Alto lujo
90000,3,3,40.0,2,1,0,1,Apartamento,24 hrs,180000000.0,CIUDAD BOLIVAR,35.0,650.0,True,False,False,True,False,19.00846741441004,2,Bajo lujo
366000,3,8,85.0,3,2,1,0,Apartamento,24 hrs,390000000.0,SUBA,9.8,750.0,True,False,False,True,True,19.781657299652068,1,Alto lujo
592000,5,29,100.0,3,3,1,1,Apartamento,24 hrs,422900000.0,USAQUEN,8.5,850.0,False,True,False,False,False,19.862646304807345,1,Alto lujo
280000,4,1,66.0,3,2,1,1,Apartamento,24 hrs,482000000.0,FONTIBON,10.1,810.0,False,True,True,False,True,19.993454674089563,0,Medio lujo
133400,3,16,50.0,3,1,0,0,Apartamento,24 hrs,173000000.0,SUBA,9.8,750.0,True,False,False,True,True,18.9688021582424,2,Bajo lujo
200000,3,8,50.0,2,1,0,0,Apartamento,24 hrs,180000000.0,SUBA,9.8,750.0,False,False,False,False,True,19.00846741441004,2,Bajo lujo
175000,4,5,68.0,3,2,1,1,Apartamento,24 hrs,321200000.0,KENNEDY,25.4,950.0,True,True,True,True,True,19.587574543150204,0,Medio lujo
60000,2,16,48.0,2,1,0,0,casa con conjunto cerrado,24 hrs,139000000.0,KENNEDY,25.4,950.0,True,False,False,True,True,18.74998449828921,2,Bajo lujo
460800,5,28,72.0,2,2,1,0,Apartamento,24 hrs,330000000.0,SUBA,9.8,750.0,True,False,False,True,True,19.6146032154551,0,Medio lujo
34000,2,9,49.0,2,1,0,0,Apartamento,24 hrs,120000000.0,USME,18.9,680.0,True,False,False,True,True,18.603002309079653,2,Bajo lujo
370200,5,33,69.0,2,2,0,1,Apartamento,24 hrs,334000000.0,SUBA,9.8,750.0,True,False,False,True,True,19.626651553934988,0,Medio lujo
48000,1,6,46.0,3,1,0,0,Apartamento,24 hrs,95900000.0,USME,18.9,680.0,True,False,False,True,True,18.378816550281197,2,Bajo lujo
45000,2,14,42.0,2,1,0,0,Apartamento,24 hrs,116000000.0,USME,18.9,680.0,True,False,False,True,True,18.569100757691327,2,Bajo lujo
72000,2,21,45.0,2,1,0,0,casa con conjunto cerrado,24 hrs,165000000.0,KENNEDY,25.4,950.0,True,False,False,True,False,18.92145603792546,2,Bajo lujo
63000,2,18,63.0,3,2,0,0,casa con conjunto cerrado,24 hrs,178000000.0,ENGATIVA,11.3,790.0,False,True,True,False,True,18.997294113874336,2,Bajo lujo
94600,3,5,32.0,2,1,0,1,Apartamento,24 hrs,137000000.0,SAN CRISTOBAL,12.8,720.0,True,False,False,True,True,18.73549149109167,2,Bajo lujo
214400,3,1,59.0,2,2,1,2,Apartamento,24 hrs,440000000.0,SUBA,9.8,750.0,True,True,False,True,True,19.902285287149308,0,Medio lujo
322000,4,6,50.0,1,2,1,1,Apartamento,24 hrs,325000000.0,USAQUEN,8.5,850.0,True,True,False,True,True,19.599335743370936,0,Medio lujo
220000,4,19,50.0,3,2,1,1,Apartamento,24 hrs,353758000.0,USAQUEN,8.5,850.0,False,False,False,False,True,19.68412362433379,0,Medio lujo
65500,2,11,42.0,3,1,0,0,Apartamento,24 hrs,120700000.0,KENNEDY,25.4,950.0,True,False,False,True,True,18.608818694352763,2,Bajo lujo
187000,3,28,72.0,4,2,1,0,casa con conjunto cerrado,24 hrs,330000000.0,ENGATIVA,11.3,790.0,True,False,False,True,True,19.6146032154551,0,Medio lujo
0,2,23,72.0,8,4,1,0,Casa,No,450000000.0,ENGATIVA,11.3,790.0,True,False,False,True,False,19.92475814295086,0,Medio lujo
77300,2,25,51.0,3,1,0,0,Apartamento,24 hrs,150000000.0,KENNEDY,25.4,950.0,True,False,False,True,True,18.8261458587272,2,Bajo lujo
300000,4,25,95.0,3,3,1,1,Apartamento,24 hrs,510000000.0,USAQUEN,8.5,850.0,True,False,False,True,True,20.04992128564343,1,Alto lujo
70000,2,14,46.0,3,1,0,0,Apartamento,24 hrs,130000000.0,KENNEDY,25.4,950.0,True,False,False,True,True,18.683045016112164,2,Bajo lujo
400000,5,20,55.0,1,1,1,2,Apartamento,24 hrs,340000000.0,CHAPINERO,5.2,1050.0,False,True,False,False,True,19.644456178515657,0,Medio lujo
63000,3,28,66.0,4,2,2,0,Apartamento,24 hrs,260000000.0,ENGATIVA,11.3,790.0,True,False,True,True,False,19.376192192825958,0,Medio lujo
561000,5,31,95.0,4,3,2,2,Apartamento,24 hrs,530000000.0,SUBA,9.8,750.0,True,False,False,True,True,20.088387566397238,1,Alto lujo
40000,5,23,114.0,3,3,2,0,Apartamento,No,485000000.0,USAQUEN,8.5,850.0,False,True,False,False,True,19.999659450963613,1,Alto lujo
55000,2,19,47.0,2,1,0,0,Apartamento,24 hrs,115000000.0,BOSA,21.5,880.0,True,False,False,True,True,18.560442695023177,2,Bajo lujo
78300,2,13,47.0,3,1,0,0,Apartamento,24 hrs,130000000.0,KENNEDY,25.4,950.0,True,False,False,True,False,18.683045016112164,2,Bajo lujo
61300,2,18,62.0,3,1,0,0,casa con conjunto cerrado,24 hrs,181000000.0,KENNEDY,25.4,950.0,True,False,False,True,True,19.01400759475496,2,Bajo lujo
84600,3,39,50.0,2,1,0,0,Apartamento,24 hrs,180000000.0,SUBA,9.8,750.0,True,False,False,True,False,19.00846741441004,2,Bajo lujo
55000,2,3,47.0,3,1,0,0,Apartamento,24 hrs,127800000.0,KENNEDY,25.4,950.0,True,False,False,True,True,18.665977107732434,2,Bajo lujo
60000,2,4,52.0,3,1,0,2,Apartamento,24 hrs,154000000.0,KENNEDY,25.4,950.0,True,False,False,True,True,18.85246316687141,2,Bajo lujo
180000,3,20,68.0,3,2,0,0,casa con conjunto cerrado,24 hrs,265000000.0,KENNEDY,25.4,950.0,True,False,False,True,False,19.39524038772408,2,Bajo lujo
85000,2,8,39.0,2,1,0,0,Apartamento,24 hrs,140000000.0,SUBA,9.8,750.0,True,True,False,True,True,18.757152987716434,2,Bajo lujo
400000,4,28,96.0,3,2,1,1,Apartamento,24 hrs,486000000.0,USAQUEN,8.5,850.0,True,True,False,True,True,20.001719183922383,1,Alto lujo
62200,2,8,57.0,3,1,0,0,Apartamento,24 hrs,145000000.0,USAQUEN,8.5,850.0,True,False,False,True,True,18.7922443072814,2,Bajo lujo
90000,3,19,50.0,2,1,0,0,Apartamento,24 hrs,125000000.0,BOSA,21.5,880.0,False,False,False,False,False,18.643824303266577,2,Bajo lujo
58000,2,5,48.0,3,1,0,0,Apartamento,24 hrs,127700000.0,KENNEDY,25.4,950.0,True,False,True,True,True,18.66519432883362,2,Bajo lujo
392000,5,34,76.0,3,2,1,1,Apartamento,24 hrs,385000000.0,SUBA,9.8,750.0,True,True,False,True,True,19.76875389484946,0,Medio lujo
121000,3,2,47.0,3,2,0,1,Apartamento,24 hrs,180000000.0,FONTIBON,10.1,810.0,False,False,False,False,True,19.00846741441004,2,Bajo lujo
350000,4,15,90.0,3,2,2,1,Apartamento,24 hrs,470000000.0,SUBA,9.8,750.0,True,False,False,True,True,19.96824325479604,1,Alto lujo
352000,6,35,71.0,3,2,1,1,Apartamento,24 hrs,358000000.0,USAQUEN,8.5,850.0,True,False,False,True,False,19.696043547158272,0,Medio lujo
53000,1,6,47.0,3,1,0,0,Apartamento,24 hrs,124500000.0,KENNEDY,25.4,950.0,True,False,False,True,True,18.639816281901165,2,Bajo lujo
461000,5,34,72.0,3,2,1,1,Apartamento,24 hrs,360000000.0,SUBA,9.8,750.0,True,True,False,True,True,19.701614592192207,0,Medio lujo
50000,2,10,48.0,2,1,0,0,Apartamento,24 hrs,110000000.0,USME,18.9,680.0,True,False,False,True,True,18.5159909328476,2,Bajo lujo
317000,4,36,95.0,3,2,1,0,Apartamento,24 hrs,422000000.0,USAQUEN,8.5,850.0,True,False,False,True,False,19.860515874369955,1,Alto lujo
377000,4,11,73.0,3,2,1,2,Apartamento,24 hrs,415000000.0,SUBA,9.8,750.0,True,False,False,True,True,19.84378908060461,0,Medio lujo
180000,4,17,78.0,3,3,1,0,casa con conjunto cerrado,24 hrs,385000000.0,SUBA,9.8,750.0,True,True,False,True,True,19.76875389484946,0,Medio lujo
336000,3,20,63.0,3,2,1,0,Apartamento,24 hrs,257000000.0,USAQUEN,8.5,850.0,False,False,False,False,False,19.364586646750546,0,Medio lujo
0,3,48,45.0,4,4,1,0,Casa,No,450000000.0,ENGATIVA,11.3,790.0,True,False,False,True,False,19.92475814295086,0,Medio lujo
666700,5,32,86.0,3,2,2,0,Apartamento,24 hrs,437472000.0,USAQUEN,8.5,850.0,False,True,False,False,True,19.896523263999715,1,Alto lujo
67500,2,13,47.0,3,1,0,0,Apartamento,24 hrs,155000000.0,KENNEDY,25.4,950.0,True,True,False,True,False,18.858935681335133,2,Bajo lujo
240800,3,32,54.0,2,1,1,0,Apartamento,24 hrs,230000000.0,SUBA,9.8,750.0,True,False,False,True,False,19.25358987123529,0,Medio lujo
58300,1,5,48.0,3,1,0,0,Apartamento,24 hrs,127000000.0,KENNEDY,25.4,950.0,True,False,False,True,True,18.65969765229688,2,Bajo lujo
204600,3,5,38.0,1,1,0,1,Apartamento,24 hrs,270000000.0,CHAPINERO,5.2,1050.0,True,False,False,True,True,19.413932520666357,2,Bajo lujo
426000,5,10,85.0,2,3,2,1,Apartamento,24 hrs,500000000.0,USAQUEN,8.5,850.0,False,False,False,False,True,20.030118658386467,1,Alto lujo
0,2,44,126.0,6,3,1,0,Casa,No,490000000.0,BOSA,21.5,880.0,True,False,False,True,False,20.00991595110976,1,Alto lujo
274327,4,7,71.0,3,2,0,1,Apartamento,24 hrs,280000000.0,ENGATIVA,11.3,790.0,True,False,False,True,False,19.450300164704952,0,Medio lujo
793000,6,13,83.0,2,2,1,1,Apartamento,24 hrs,444350000.0,USAQUEN,8.5,850.0,True,True,False,True,True,19.912123100399235,1,Alto lujo
121000,2,2,48.0,3,2,0,1,Apartamento,24 hrs,174000000.0,FONTIBON,10.1,810.0,True,False,False,True,True,18.974565862925928,2,Bajo lujo
189000,2,8,43.0,2,1,0,2,Apartamento,24 hrs,170000000.0,SUBA,9.8,750.0,True,False,True,True,True,18.951309000896888,2,Bajo lujo
57000,2,5,47.0,3,1,0,0,Apartamento,24 hrs,125000000.0,KENNEDY,25.4,950.0,True,False,False,True,False,18.643824303266577,2,Bajo lujo
364601,6,2,31.0,1,1,1,1,Apartamento,24 hrs,376785000.0,CHAPINERO,5.2,1050.0,True,True,True,True,True,19.74718529361092,0,Medio lujo
124900,3,9,55.0,3,2,0,1,Apartamento,No,165000000.0,CIUDAD BOLIVAR,35.0,650.0,False,False,False,False,False,18.92145603792546,2,Bajo lujo
0,3,23,45.0,3,2,0,0,Casa,No,320000000.0,ENGATIVA,11.3,790.0,True,False,False,True,False,19.583831556883045,2,Bajo lujo
0,2,7,43.0,2,1,0,0,Apartamento,24 hrs,150000000.0,SUBA,9.8,750.0,True,False,False,True,False,18.8261458587272,2,Bajo lujo
516200,6,17,71.0,2,2,2,1,Apartamento,24 hrs,492000000.0,USAQUEN,8.5,850.0,True,True,False,True,True,20.013989276489102,1,Alto lujo
100200,2,2,56.0,3,2,0,0,Apartamento,24 hrs,171000000.0,SUBA,9.8,750.0,True,False,False,True,True,18.95717412031489,2,Bajo lujo
218000,3,29,61.0,3,2,0,0,Apartamento,24 hrs,220000000.0,ENGATIVA,11.3,790.0,False,False,False,False,True,19.20913810886209,2,Bajo lujo
274700,3,7,75.0,3,2,1,1,Apartamento,24 hrs,378000000.0,ENGATIVA,11.3,790.0,True,False,False,True,True,19.750404756229365,0,Medio lujo
319000,4,13,73.0,3,2,1,1,Apartamento,24 hrs,300000000.0,SUBA,9.8,750.0,False,False,False,False,True,19.519293035953808,0,Medio lujo
190000,3,18,65.0,3,2,2,0,Apartamento,24 hrs,260000000.0,SUBA,9.8,750.0,True,False,False,True,False,19.376192192825958,0,Medio lujo
587000,4,31,122.0,3,3,1,1,Apartamento,24 hrs,495000000.0,USAQUEN,8.5,850.0,True,True,False,True,False,20.020068322553165,1,Alto lujo
40000,2,8,38.0,2,1,0,0,Apartamento,24 hrs,93000000.0,USME,18.9,680.0,True,False,False,True,True,18.34811006187022,2,Bajo lujo
54000,2,9,48.0,3,1,0,0,Apartamento,24 hrs,105400000.0,USME,18.9,680.0,True,False,False,True,True,18.4732732035592,2,Bajo lujo
50000,4,19,105.0,4,3,1,0,casa con conjunto cerrado,24 hrs,400000000.0,USAQUEN,8.5,850.0,False,False,False,False,True,19.806975107572256,1,Alto lujo
0,3,20,49.0,2,2,0,0,casa con conjunto cerrado,24 hrs,170000000.0,SUBA,9.8,750.0,True,False,False,True,True,18.951309000896888,2,Bajo lujo
201000,3,13,63.0,2,2,1,1,Apartamento,24 hrs,324000000.0,SUBA,9.8,750.0,True,False,True,True,False,19.596254076843024,0,Medio lujo
464000,4,7,59.0,1,2,2,1,Apartamento,24 hrs,355000000.0,USAQUEN,8.5,850.0,True,False,False,True,True,19.687628350256592,0,Medio lujo
45000,2,19,71.0,4,2,0,0,casa con conjunto cerrado,24 hrs,220000000.0,ENGATIVA,11.3,790.0,True,False,True,True,False,19.20913810886209,2,Bajo lujo
87000,4,1,36.0,2,1,0,1,Apartamento,24 hrs,202000000.0,SUBA,9.8,750.0,True,False,False,True,True,19.123778260315973,2,Bajo lujo
40000,2,7,44.0,2,1,0,0,Apartamento,24 hrs,90000000.0,USME,18.9,680.0,True,False,False,True,True,18.31532023940565,2,Bajo lujo
405700,4,8,105.0,3,2,1,3,Apartamento,24 hrs,535000000.0,USAQUEN,8.5,850.0,True,True,False,True,True,20.09777730672944,1,Alto lujo
58000,2,14,47.0,2,1,0,0,Apartamento,No,122000000.0,BOSA,21.5,880.0,False,False,False,False,False,18.619531610894253,2,Bajo lujo
106000,3,4,46.0,2,1,0,1,Apartamento,24 hrs,184000000.0,FONTIBON,10.1,810.0,True,False,False,True,False,19.030446321008043,2,Bajo lujo
438000,5,38,47.0,2,1,1,1,Apartamento,24 hrs,381000000.0,CHAPINERO,5.2,1050.0,True,False,False,True,True,19.758309935715648,0,Medio lujo
387600,3,13,70.0,3,2,1,1,Apartamento,24 hrs,332808000.0,SUBA,9.8,750.0,False,False,False,False,True,19.62307630808868,0,Medio lujo
50000,3,14,73.0,3,2,1,0,Apartamento,24 hrs,291750503.0,USAQUEN,8.5,850.0,True,False,False,True,True,19.491409556635872,0,Medio lujo
65000,2,6,55.0,3,2,0,0,Apartamento,24 hrs,160000000.0,BOSA,21.5,880.0,True,False,False,True,True,18.8906843794481,2,Bajo lujo
601000,6,26,89.0,2,3,2,1,Apartamento,24 hrs,465000000.0,SUBA,9.8,750.0,True,False,False,True,True,19.95754796570217,1,Alto lujo
354000,4,18,87.0,3,2,1,1,Apartamento,24 hrs,490000000.0,FONTIBON,10.1,810.0,True,False,True,True,True,20.00991595110976,1,Alto lujo
97000,3,2,46.0,2,1,0,3,Apartamento,24 hrs,155000000.0,USME,18.9,680.0,True,False,False,True,True,18.858935681335133,2,Bajo lujo
495000,4,22,82.0,3,2,1,1,Apartamento,24 hrs,450000000.0,SUBA,9.8,750.0,True,False,False,True,False,19.92475814295086,1,Alto lujo
457000,6,35,88.0,4,2,2,1,Apartamento,24 hrs,500000000.0,USAQUEN,8.5,850.0,True,True,False,True,True,20.030118658386467,1,Alto lujo
653000,6,39,70.0,3,2,1,0,Apartamento,24 hrs,337000000.0,USAQUEN,8.5,850.0,True,False,False,True,True,19.635593491283995,0,Medio lujo
188000,3,22,62.0,3,2,1,0,Apartamento,24 hrs,274000000.0,ENGATIVA,11.3,790.0,True,False,False,True,True,19.42863866800198,0,Medio lujo
272000,3,16,87.0,3,2,1,0,casa con conjunto cerrado,24 hrs,420000000.0,SUBA,9.8,750.0,True,True,False,True,False,19.85576527162264,1,Alto lujo
199000,4,10,55.0,2,2,1,1,Apartamento,24 hrs,290000000.0,SUBA,9.8,750.0,True,False,False,True,True,19.48539148439307,0,Medio lujo
495000,5,27,101.0,3,4,1,1,Apartamento,24 hrs,500000000.0,SUBA,9.8,750.0,True,True,False,True,False,20.030118658386467,1,Alto lujo
54650,2,12,45.0,2,1,0,0,Apartamento,24 hrs,120000000.0,USME,18.9,680.0,True,False,False,True,True,18.603002309079653,2,Bajo lujo
60000,1,6,47.0,2,1,0,0,Apartamento,24 hrs,123000000.0,KENNEDY,25.4,950.0,True,False,False,True,False,18.627694921466773,2,Bajo lujo
111000,3,1,49.0,3,2,0,1,Apartamento,24 hrs,175000000.0,FONTIBON,10.1,810.0,False,False,False,False,True,18.980296537602072,2,Bajo lujo
218000,3,27,70.0,3,2,0,1,Apartamento,24 hrs,225000000.0,SUBA,9.8,750.0,True,False,False,True,True,19.23161096461314,2,Bajo lujo
50000,3,10,62.0,3,2,1,0,Apartamento,No,240600000.0,KENNEDY,25.4,950.0,True,False,False,True,True,19.298646365661128,0,Medio lujo
270000,3,27,86.0,4,2,0,0,casa con conjunto cerrado,24 hrs,365000000.0,KENNEDY,25.4,950.0,True,False,False,True,False,19.71540791428649,0,Medio lujo
84000,2,12,55.0,3,2,0,0,Apartamento,24 hrs,145660000.0,KENNEDY,25.4,950.0,True,False,True,True,True,18.796785703619346,2,Bajo lujo
292000,6,38,68.0,2,2,1,0,Apartamento,24 hrs,380000000.0,USAQUEN,8.5,850.0,False,True,False,False,True,19.755681813316283,0,Medio lujo
567000,4,37,77.0,2,2,1,1,Apartamento,24 hrs,356000000.0,USAQUEN,8.5,850.0,True,True,False,True,True,19.69044129162529,0,Medio lujo
76000,2,6,53.0,3,2,0,0,Apartamento,24 hrs,155000000.0,BOSA,21.5,880.0,True,False,False,True,True,18.858935681335133,2,Bajo lujo
70000,2,25,43.0,3,1,0,0,Apartamento,24 hrs,150000000.0,KENNEDY,25.4,950.0,True,False,False,True,True,18.8261458587272,2,Bajo lujo
212000,3,21,59.0,3,2,1,0,Apartamento,24 hrs,230000000.0,SUBA,9.8,750.0,True,False,False,True,False,19.25358987123529,0,Medio lujo
53800,2,13,41.0,2,1,0,0,Apartamento,24 hrs,120000000.0,USME,18.9,680.0,True,False,False,True,True,18.603002309079653,2,Bajo lujo
118000,3,2,45.0,2,1,0,1,Apartamento,24 hrs,180000000.0,KENNEDY,25.4,950.0,True,False,False,True,True,19.00846741441004,2,Bajo lujo
180000,4,19,63.0,3,2,1,2,Apartamento,24 hrs,270000000.0,SUBA,9.8,750.0,True,False,False,True,True,19.413932520666357,0,Medio lujo
0,4,4,70.0,3,2,1,1,Apartamento,No,480000000.0,TEUSAQUILLO,6.5,1100.0,True,True,True,True,True,19.989296663949546,0,Medio lujo
184000,3,3,61.0,3,2,0,1,Apartamento,24 hrs,269000000.0,KENNEDY,25.4,950.0,True,False,False,True,True,19.410221941283584,2,Bajo lujo
80000,2,14,50.0,3,2,0,0,Apartamento,24 hrs,141000000.0,KENNEDY,25.4,950.0,True,False,True,True,True,18.76427045543464,2,Bajo lujo
90000,2,24,51.0,3,1,0,0,Apartamento,24 hrs,155000000.0,ENGATIVA,11.3,790.0,True,False,False,True,False,18.858935681335133,2,Bajo lujo
85700,2,7,53.0,2,2,0,2,Apartamento,24 hrs,147000000.0,KENNEDY,25.4,950.0,True,False,False,True,False,18.80594315154573,2,Bajo lujo
320000,4,36,78.0,3,2,1,1,Apartamento,24 hrs,443000000.0,FONTIBON,10.1,810.0,True,True,False,True,False,19.909080330266747,1,Alto lujo
70000,2,13,46.0,2,1,0,0,Apartamento,24 hrs,140000000.0,KENNEDY,25.4,950.0,True,False,False,True,True,18.757152987716434,2,Bajo lujo
65000,2,6,57.0,3,2,0,0,Apartamento,24 hrs,147300000.0,KENNEDY,25.4,950.0,True,False,False,True,True,18.807981888221725,2,Bajo lujo
69000,2,23,43.0,2,1,0,0,Apartamento,24 hrs,132000000.0,KENNEDY,25.4,950.0,True,False,False,True,True,18.6983124881264,2,Bajo lujo
46000,2,12,43.0,2,1,0,0,Apartamento,24 hrs,114000000.0,USME,18.9,680.0,True,False,True,True,True,18.5517090151307,2,Bajo lujo
84000,2,12,55.0,3,1,0,0,Apartamento,24 hrs,139000000.0,KENNEDY,25.4,950.0,True,False,False,True,True,18.74998449828921,2,Bajo lujo
58700,2,7,57.0,3,1,0,0,Apartamento,24 hrs,160140000.0,USAQUEN,8.5,850.0,True,False,False,True,True,18.8915589968533,2,Bajo lujo
168000,4,26,50.0,1,2,1,0,Apartamento,24 hrs,290000000.0,USME,18.9,680.0,True,False,False,True,False,19.48539148439307,0,Medio lujo
136000,2,17,72.0,3,3,1,0,casa con conjunto cerrado,24 hrs,270300000.0,KENNEDY,25.4,950.0,True,False,True,True,True,19.41504301494627,0,Medio lujo
73000,2,7,56.0,3,1,0,0,Apartamento,24 hrs,150000000.0,KENNEDY,25.4,950.0,True,False,False,True,True,18.8261458587272,2,Bajo lujo
176800,3,3,68.0,3,2,1,1,Apartamento,24 hrs,357000000.0,KENNEDY,25.4,950.0,True,True,False,True,True,19.693246342545034,0,Medio lujo
51000,1,6,47.0,3,1,0,0,Apartamento,24 hrs,132600000.0,KENNEDY,25.4,950.0,True,False,False,True,True,18.702847643257517,2,Bajo lujo
108000,3,0,39.0,2,1,0,1,Apartamento,24 hrs,195000000.0,KENNEDY,25.4,950.0,True,False,False,True,True,19.088510121656228,2,Bajo lujo
155000,2,10,57.0,2,1,0,0,casa con conjunto cerrado,24 hrs,190000000.0,ENGATIVA,11.3,790.0,True,False,False,True,True,19.06253463538792,2,Bajo lujo
0,4,6,51.0,1,2,1,1,Apartamento,24 hrs,366000000.0,PUENTE ARANDA,15.9,870.0,True,False,True,True,True,19.71814389409788,0,Medio lujo
55000,2,17,50.0,3,1,0,0,Apartamento,No,127000000.0,BOSA,21.5,880.0,True,False,False,True,False,18.65969765229688,2,Bajo lujo
816600,6,32,112.0,3,2,2,1,Apartamento,24 hrs,500000000.0,USAQUEN,8.5,850.0,True,True,False,True,True,20.030118658386467,1,Alto lujo
510000,5,29,105.0,3,2,1,0,Apartamento,24 hrs,456000000.0,SUBA,9.8,750.0,True,True,False,True,True,19.93800336967164,1,Alto lujo
